id,target_grade,grade_name,raw_severity
sample1610.npy,2,Moderate_Blight,47.0
sample2671.npy,2,Moderate_Blight,59.0
sample1326.npy,2,Moderate_Blight,49.0
sample2151.npy,3,Severe_Outbreak,88.0
sample2244.npy,2,Moderate_Blight,44.0
sample452.npy,3,Severe_Outbreak,93.0
sample969.npy,2,Moderate_Blight,39.0
sample1795.npy,3,Severe_Outbreak,82.0
sample6.npy,1,Early_Stress,32.0
sample2655.npy,0,Healthy,12.0
sample256.npy,1,Early_Stress,27.0
sample1217.npy,1,Early_Stress,32.0
sample1864.npy,3,Severe_Outbreak,85.0
sample1525.npy,2,Moderate_Blight,47.0
sample1669.npy,2,Moderate_Blight,42.0
sample628.npy,3,Severe_Outbreak,98.0
sample920.npy,0,Healthy,5.0
sample2326.npy,3,Severe_Outbreak,84.0
sample1316.npy,3,Severe_Outbreak,81.0
sample798.npy,3,Severe_Outbreak,83.0
sample2453.npy,2,Moderate_Blight,37.0
sample578.npy,0,Healthy,11.0
sample1687.npy,1,Early_Stress,29.0
sample1930.npy,2,Moderate_Blight,58.0
sample917.npy,0,Healthy,14.0
sample1793.npy,0,Healthy,3.0
sample746.npy,3,Severe_Outbreak,97.0
sample1593.npy,1,Early_Stress,30.0
sample1836.npy,2,Moderate_Blight,58.0
sample382.npy,3,Severe_Outbreak,77.0
sample565.npy,3,Severe_Outbreak,99.0
sample1690.npy,0,Healthy,3.0
sample568.npy,3,Severe_Outbreak,87.0
sample1752.npy,2,Moderate_Blight,57.0
sample1704.npy,3,Severe_Outbreak,75.0
sample1486.npy,0,Healthy,6.0
sample2404.npy,1,Early_Stress,26.0
sample855.npy,1,Early_Stress,35.0
sample487.npy,0,Healthy,2.0
sample1748.npy,2,Moderate_Blight,61.0
sample752.npy,3,Severe_Outbreak,90.0
sample684.npy,3,Severe_Outbreak,75.0
sample903.npy,1,Early_Stress,21.0
sample2504.npy,2,Moderate_Blight,61.0
sample2144.npy,0,Healthy,6.0
sample1111.npy,2,Moderate_Blight,65.0
sample2158.npy,1,Early_Stress,32.0
sample1710.npy,0,Healthy,9.0
sample1558.npy,3,Severe_Outbreak,89.0
sample1367.npy,2,Moderate_Blight,44.0
sample2195.npy,2,Moderate_Blight,39.0
sample429.npy,2,Moderate_Blight,52.0
sample943.npy,2,Moderate_Blight,38.0
sample1449.npy,0,Healthy,11.0
sample2680.npy,3,Severe_Outbreak,81.0
sample1309.npy,1,Early_Stress,19.0
sample787.npy,0,Healthy,6.0
sample1270.npy,2,Moderate_Blight,52.0
sample264.npy,3,Severe_Outbreak,92.0
sample1681.npy,1,Early_Stress,18.0
sample459.npy,3,Severe_Outbreak,94.0
sample1732.npy,0,Healthy,2.0
sample323.npy,3,Severe_Outbreak,68.0
sample2257.npy,1,Early_Stress,34.0
sample119.npy,2,Moderate_Blight,52.0
sample714.npy,3,Severe_Outbreak,100.0
sample2273.npy,3,Severe_Outbreak,86.0
sample1405.npy,2,Moderate_Blight,52.0
sample646.npy,2,Moderate_Blight,62.0
sample1077.npy,3,Severe_Outbreak,71.0
sample2111.npy,3,Severe_Outbreak,82.0
sample1560.npy,3,Severe_Outbreak,91.0
sample1240.npy,0,Healthy,2.0
sample2294.npy,2,Moderate_Blight,38.0
sample1262.npy,0,Healthy,5.0
sample1756.npy,3,Severe_Outbreak,90.0
sample655.npy,0,Healthy,13.0
sample1376.npy,3,Severe_Outbreak,88.0
sample1426.npy,2,Moderate_Blight,54.0
sample1773.npy,2,Moderate_Blight,60.0
sample2011.npy,3,Severe_Outbreak,84.0
sample961.npy,0,Healthy,1.0
sample570.npy,2,Moderate_Blight,65.0
sample923.npy,2,Moderate_Blight,64.0
sample1590.npy,0,Healthy,5.0
sample2613.npy,1,Early_Stress,20.0
sample2449.npy,0,Healthy,11.0
sample130.npy,2,Moderate_Blight,49.0
sample802.npy,0,Healthy,11.0
sample993.npy,0,Healthy,9.0
sample2533.npy,3,Severe_Outbreak,87.0
sample1251.npy,1,Early_Stress,28.0
sample2107.npy,2,Moderate_Blight,65.0
sample186.npy,1,Early_Stress,35.0
sample2259.npy,2,Moderate_Blight,36.0
sample558.npy,1,Early_Stress,32.0
sample1017.npy,1,Early_Stress,28.0
sample1553.npy,3,Severe_Outbreak,100.0
sample1580.npy,2,Moderate_Blight,41.0
sample2322.npy,0,Healthy,4.0
sample277.npy,3,Severe_Outbreak,86.0
sample1926.npy,2,Moderate_Blight,44.0
sample609.npy,1,Early_Stress,35.0
sample706.npy,3,Severe_Outbreak,70.0
sample410.npy,2,Moderate_Blight,61.0
sample1849.npy,3,Severe_Outbreak,81.0
sample1935.npy,3,Severe_Outbreak,69.0
sample1675.npy,0,Healthy,11.0
sample2677.npy,0,Healthy,7.0
sample2610.npy,1,Early_Stress,33.0
sample1613.npy,2,Moderate_Blight,65.0
sample206.npy,0,Healthy,15.0
sample2145.npy,3,Severe_Outbreak,90.0
sample2478.npy,2,Moderate_Blight,63.0
sample217.npy,2,Moderate_Blight,57.0
sample1199.npy,2,Moderate_Blight,41.0
sample1542.npy,3,Severe_Outbreak,98.0
sample838.npy,1,Early_Stress,16.0
sample2266.npy,2,Moderate_Blight,63.0
sample1274.npy,1,Early_Stress,30.0
sample1048.npy,2,Moderate_Blight,44.0
sample379.npy,2,Moderate_Blight,64.0
sample808.npy,0,Healthy,13.0
sample188.npy,2,Moderate_Blight,53.0
sample2370.npy,3,Severe_Outbreak,78.0
sample1310.npy,2,Moderate_Blight,51.0
sample1945.npy,0,Healthy,12.0
sample2713.npy,3,Severe_Outbreak,89.0
sample2408.npy,2,Moderate_Blight,38.0
sample1584.npy,2,Moderate_Blight,54.0
sample705.npy,2,Moderate_Blight,50.0
sample769.npy,1,Early_Stress,16.0
sample612.npy,3,Severe_Outbreak,69.0
sample834.npy,3,Severe_Outbreak,70.0
sample1723.npy,0,Healthy,6.0
sample2127.npy,2,Moderate_Blight,41.0
sample1740.npy,2,Moderate_Blight,49.0
sample2178.npy,2,Moderate_Blight,62.0
sample1174.npy,1,Early_Stress,16.0
sample1158.npy,2,Moderate_Blight,44.0
sample309.npy,3,Severe_Outbreak,66.0
sample973.npy,2,Moderate_Blight,41.0
sample2564.npy,3,Severe_Outbreak,93.0
sample489.npy,3,Severe_Outbreak,83.0
sample1974.npy,3,Severe_Outbreak,81.0
sample1602.npy,0,Healthy,9.0
sample2619.npy,0,Healthy,2.0
sample1116.npy,0,Healthy,4.0
sample1307.npy,1,Early_Stress,28.0
sample852.npy,2,Moderate_Blight,62.0
sample2361.npy,1,Early_Stress,23.0
sample2356.npy,2,Moderate_Blight,60.0
sample2074.npy,2,Moderate_Blight,41.0
sample1278.npy,2,Moderate_Blight,40.0
sample1575.npy,1,Early_Stress,20.0
sample1346.npy,1,Early_Stress,35.0
sample595.npy,3,Severe_Outbreak,66.0
sample823.npy,1,Early_Stress,32.0
sample328.npy,1,Early_Stress,27.0
sample1160.npy,2,Moderate_Blight,55.0
sample1385.npy,3,Severe_Outbreak,86.0
sample1446.npy,0,Healthy,5.0
sample1166.npy,1,Early_Stress,32.0
sample1918.npy,2,Moderate_Blight,54.0
sample2664.npy,2,Moderate_Blight,47.0
sample1167.npy,2,Moderate_Blight,64.0
sample2678.npy,3,Severe_Outbreak,67.0
sample2318.npy,1,Early_Stress,19.0
sample734.npy,2,Moderate_Blight,44.0
sample307.npy,0,Healthy,9.0
sample240.npy,3,Severe_Outbreak,80.0
sample2682.npy,0,Healthy,12.0
sample1939.npy,1,Early_Stress,34.0
sample358.npy,0,Healthy,7.0
sample983.npy,1,Early_Stress,18.0
sample1441.npy,2,Moderate_Blight,59.0
sample2190.npy,1,Early_Stress,33.0
sample1968.npy,3,Severe_Outbreak,68.0
sample1622.npy,3,Severe_Outbreak,88.0
sample765.npy,2,Moderate_Blight,57.0
sample2238.npy,0,Healthy,14.0
sample1682.npy,1,Early_Stress,29.0
sample314.npy,2,Moderate_Blight,56.0
sample2590.npy,0,Healthy,1.0
sample2104.npy,3,Severe_Outbreak,80.0
sample1107.npy,0,Healthy,2.0
sample2670.npy,2,Moderate_Blight,41.0
sample2216.npy,2,Moderate_Blight,44.0
sample1254.npy,0,Healthy,5.0
sample699.npy,2,Moderate_Blight,58.0
sample2108.npy,2,Moderate_Blight,44.0
sample453.npy,3,Severe_Outbreak,79.0
sample840.npy,1,Early_Stress,28.0
sample617.npy,1,Early_Stress,35.0
sample1906.npy,3,Severe_Outbreak,68.0
sample94.npy,2,Moderate_Blight,63.0
sample344.npy,2,Moderate_Blight,44.0
sample1330.npy,3,Severe_Outbreak,67.0
sample2450.npy,3,Severe_Outbreak,85.0
sample511.npy,3,Severe_Outbreak,97.0
sample1500.npy,3,Severe_Outbreak,93.0
sample455.npy,0,Healthy,11.0
sample2186.npy,2,Moderate_Blight,58.0
sample1275.npy,3,Severe_Outbreak,95.0
sample2720.npy,3,Severe_Outbreak,67.0
sample1184.npy,2,Moderate_Blight,57.0
sample2579.npy,2,Moderate_Blight,52.0
sample720.npy,0,Healthy,0.0
sample1109.npy,1,Early_Stress,21.0
sample1256.npy,1,Early_Stress,35.0
sample1519.npy,3,Severe_Outbreak,94.0
sample303.npy,2,Moderate_Blight,40.0
sample957.npy,3,Severe_Outbreak,77.0
sample2517.npy,0,Healthy,13.0
sample883.npy,0,Healthy,15.0
sample1249.npy,3,Severe_Outbreak,78.0
sample2061.npy,1,Early_Stress,24.0
sample1231.npy,0,Healthy,12.0
sample1325.npy,2,Moderate_Blight,64.0
sample2548.npy,0,Healthy,9.0
sample2220.npy,1,Early_Stress,20.0
sample1545.npy,3,Severe_Outbreak,97.0
sample2601.npy,2,Moderate_Blight,43.0
sample2624.npy,3,Severe_Outbreak,92.0
sample1568.npy,2,Moderate_Blight,49.0
sample2353.npy,3,Severe_Outbreak,84.0
sample703.npy,1,Early_Stress,19.0
sample216.npy,1,Early_Stress,18.0
sample1259.npy,1,Early_Stress,24.0
sample1991.npy,3,Severe_Outbreak,92.0
sample2217.npy,3,Severe_Outbreak,68.0
sample2278.npy,3,Severe_Outbreak,80.0
sample2012.npy,3,Severe_Outbreak,78.0
sample1382.npy,2,Moderate_Blight,52.0
sample437.npy,3,Severe_Outbreak,92.0
sample234.npy,1,Early_Stress,26.0
sample447.npy,3,Severe_Outbreak,73.0
sample1147.npy,2,Moderate_Blight,59.0
sample105.npy,1,Early_Stress,24.0
sample805.npy,3,Severe_Outbreak,98.0
sample1772.npy,3,Severe_Outbreak,94.0
sample635.npy,0,Healthy,2.0
sample2481.npy,3,Severe_Outbreak,93.0
sample166.npy,3,Severe_Outbreak,93.0
sample654.npy,3,Severe_Outbreak,90.0
sample1902.npy,1,Early_Stress,24.0
sample1208.npy,3,Severe_Outbreak,74.0
sample2692.npy,2,Moderate_Blight,41.0
sample2381.npy,3,Severe_Outbreak,97.0
sample2354.npy,1,Early_Stress,25.0
sample2013.npy,2,Moderate_Blight,48.0
sample98.npy,2,Moderate_Blight,55.0
sample92.npy,0,Healthy,15.0
sample533.npy,3,Severe_Outbreak,68.0
sample2411.npy,1,Early_Stress,33.0
sample1754.npy,3,Severe_Outbreak,76.0
sample936.npy,1,Early_Stress,23.0
sample1338.npy,3,Severe_Outbreak,91.0
sample2722.npy,0,Healthy,4.0
sample2638.npy,2,Moderate_Blight,49.0
sample2330.npy,0,Healthy,0.0
sample1269.npy,2,Moderate_Blight,63.0
sample153.npy,2,Moderate_Blight,52.0
sample367.npy,2,Moderate_Blight,56.0
sample1678.npy,3,Severe_Outbreak,90.0
sample1090.npy,1,Early_Stress,16.0
sample2440.npy,2,Moderate_Blight,57.0
sample2282.npy,3,Severe_Outbreak,93.0
sample1781.npy,1,Early_Stress,22.0
sample1664.npy,3,Severe_Outbreak,74.0
sample1992.npy,1,Early_Stress,22.0
sample2329.npy,1,Early_Stress,27.0
sample1478.npy,3,Severe_Outbreak,80.0
sample2328.npy,3,Severe_Outbreak,69.0
sample850.npy,3,Severe_Outbreak,71.0
sample884.npy,2,Moderate_Blight,55.0
sample1574.npy,1,Early_Stress,22.0
sample708.npy,2,Moderate_Blight,59.0
sample1168.npy,0,Healthy,13.0
sample2489.npy,3,Severe_Outbreak,72.0
sample1859.npy,3,Severe_Outbreak,93.0
sample494.npy,0,Healthy,7.0
sample949.npy,1,Early_Stress,24.0
sample2470.npy,3,Severe_Outbreak,82.0
sample2035.npy,2,Moderate_Blight,47.0
sample41.npy,1,Early_Stress,19.0
sample586.npy,2,Moderate_Blight,36.0
sample1461.npy,2,Moderate_Blight,54.0
sample2046.npy,3,Severe_Outbreak,83.0
sample2611.npy,2,Moderate_Blight,65.0
sample2215.npy,1,Early_Stress,35.0
sample2563.npy,1,Early_Stress,18.0
sample598.npy,1,Early_Stress,23.0
sample1548.npy,3,Severe_Outbreak,77.0
sample523.npy,1,Early_Stress,29.0
sample1506.npy,1,Early_Stress,25.0
sample1137.npy,3,Severe_Outbreak,77.0
sample2674.npy,1,Early_Stress,20.0
sample1344.npy,0,Healthy,8.0
sample625.npy,3,Severe_Outbreak,92.0
sample165.npy,3,Severe_Outbreak,86.0
sample2002.npy,0,Healthy,7.0
sample534.npy,2,Moderate_Blight,36.0
sample783.npy,0,Healthy,13.0
sample1021.npy,2,Moderate_Blight,57.0
sample1143.npy,2,Moderate_Blight,45.0
sample2621.npy,3,Severe_Outbreak,80.0
sample1777.npy,2,Moderate_Blight,59.0
sample2143.npy,2,Moderate_Blight,39.0
sample129.npy,1,Early_Stress,17.0
sample1813.npy,2,Moderate_Blight,61.0
sample2071.npy,3,Severe_Outbreak,93.0
sample893.npy,3,Severe_Outbreak,82.0
sample38.npy,3,Severe_Outbreak,78.0
sample1400.npy,1,Early_Stress,21.0
sample952.npy,2,Moderate_Blight,37.0
sample2542.npy,2,Moderate_Blight,43.0
sample2118.npy,2,Moderate_Blight,39.0
sample1832.npy,2,Moderate_Blight,44.0
sample157.npy,3,Severe_Outbreak,68.0
sample832.npy,1,Early_Stress,18.0
sample2626.npy,3,Severe_Outbreak,76.0
sample1281.npy,0,Healthy,4.0
sample1317.npy,2,Moderate_Blight,56.0
sample1495.npy,1,Early_Stress,25.0
sample2452.npy,3,Severe_Outbreak,78.0
sample2432.npy,2,Moderate_Blight,43.0
sample2090.npy,0,Healthy,5.0
sample2207.npy,0,Healthy,6.0
sample306.npy,1,Early_Stress,34.0
sample1277.npy,3,Severe_Outbreak,76.0
sample125.npy,3,Severe_Outbreak,91.0
sample1626.npy,3,Severe_Outbreak,85.0
sample1279.npy,2,Moderate_Blight,38.0
sample1569.npy,2,Moderate_Blight,48.0
sample554.npy,1,Early_Stress,23.0
sample1814.npy,3,Severe_Outbreak,88.0
sample43.npy,2,Moderate_Blight,50.0
sample2113.npy,0,Healthy,13.0
sample325.npy,1,Early_Stress,29.0
sample248.npy,2,Moderate_Blight,50.0
sample2364.npy,3,Severe_Outbreak,80.0
sample2397.npy,3,Severe_Outbreak,96.0
sample2708.npy,1,Early_Stress,29.0
sample1271.npy,3,Severe_Outbreak,82.0
sample997.npy,1,Early_Stress,28.0
sample1819.npy,0,Healthy,0.0
sample509.npy,3,Severe_Outbreak,92.0
sample2401.npy,2,Moderate_Blight,62.0
sample484.npy,3,Severe_Outbreak,69.0
sample588.npy,1,Early_Stress,22.0
sample1875.npy,2,Moderate_Blight,45.0
sample1012.npy,2,Moderate_Blight,40.0
sample1788.npy,2,Moderate_Blight,60.0
sample442.npy,1,Early_Stress,32.0
sample1729.npy,3,Severe_Outbreak,71.0
sample549.npy,3,Severe_Outbreak,76.0
sample1464.npy,0,Healthy,10.0
sample519.npy,3,Severe_Outbreak,83.0
sample136.npy,2,Moderate_Blight,40.0
sample2022.npy,3,Severe_Outbreak,85.0
sample1283.npy,1,Early_Stress,35.0
sample473.npy,0,Healthy,4.0
sample397.npy,1,Early_Stress,30.0
sample1983.npy,1,Early_Stress,23.0
sample1987.npy,3,Severe_Outbreak,78.0
sample2005.npy,3,Severe_Outbreak,100.0
sample2062.npy,0,Healthy,12.0
sample1345.npy,2,Moderate_Blight,44.0
sample2173.npy,2,Moderate_Blight,46.0
sample294.npy,0,Healthy,0.0
sample2644.npy,3,Severe_Outbreak,82.0
sample198.npy,0,Healthy,9.0
sample2081.npy,3,Severe_Outbreak,84.0
sample1775.npy,3,Severe_Outbreak,99.0
sample74.npy,1,Early_Stress,21.0
sample1757.npy,0,Healthy,8.0
sample1238.npy,1,Early_Stress,26.0
sample2016.npy,3,Severe_Outbreak,78.0
sample670.npy,3,Severe_Outbreak,100.0
sample1499.npy,3,Severe_Outbreak,99.0
sample1375.npy,3,Severe_Outbreak,74.0
sample1200.npy,1,Early_Stress,33.0
sample1323.npy,2,Moderate_Blight,37.0
sample2293.npy,1,Early_Stress,26.0
sample675.npy,0,Healthy,2.0
sample1008.npy,1,Early_Stress,23.0
sample807.npy,3,Severe_Outbreak,69.0
sample2103.npy,3,Severe_Outbreak,67.0
sample1286.npy,3,Severe_Outbreak,95.0
sample1386.npy,0,Healthy,5.0
sample1.npy,3,Severe_Outbreak,92.0
sample1096.npy,3,Severe_Outbreak,94.0
sample2037.npy,0,Healthy,3.0
sample25.npy,2,Moderate_Blight,46.0
sample110.npy,1,Early_Stress,18.0
sample2715.npy,1,Early_Stress,28.0
sample895.npy,2,Moderate_Blight,60.0
sample2416.npy,2,Moderate_Blight,38.0
sample724.npy,3,Severe_Outbreak,91.0
sample1104.npy,0,Healthy,5.0
sample474.npy,3,Severe_Outbreak,67.0
sample194.npy,2,Moderate_Blight,40.0
sample2675.npy,2,Moderate_Blight,59.0
sample841.npy,1,Early_Stress,34.0
sample960.npy,3,Severe_Outbreak,76.0
sample2191.npy,0,Healthy,6.0
sample2339.npy,1,Early_Stress,17.0
sample1606.npy,3,Severe_Outbreak,92.0
sample2072.npy,1,Early_Stress,16.0
sample1533.npy,1,Early_Stress,20.0
sample1800.npy,2,Moderate_Blight,39.0
sample2423.npy,3,Severe_Outbreak,69.0
sample859.npy,3,Severe_Outbreak,86.0
sample35.npy,2,Moderate_Blight,59.0
sample2652.npy,2,Moderate_Blight,36.0
sample2243.npy,0,Healthy,12.0
sample1721.npy,1,Early_Stress,18.0
sample577.npy,3,Severe_Outbreak,79.0
sample2136.npy,0,Healthy,10.0
sample967.npy,2,Moderate_Blight,42.0
sample727.npy,3,Severe_Outbreak,97.0
sample768.npy,3,Severe_Outbreak,78.0
sample1247.npy,1,Early_Stress,29.0
sample1065.npy,1,Early_Stress,26.0
sample2333.npy,1,Early_Stress,33.0
sample1356.npy,2,Moderate_Blight,52.0
sample1526.npy,3,Severe_Outbreak,72.0
sample572.npy,2,Moderate_Blight,50.0
sample247.npy,3,Severe_Outbreak,89.0
sample1451.npy,0,Healthy,14.0
sample2552.npy,3,Severe_Outbreak,100.0
sample340.npy,2,Moderate_Blight,45.0
sample984.npy,3,Severe_Outbreak,72.0
sample793.npy,0,Healthy,2.0
sample685.npy,2,Moderate_Blight,40.0
sample2295.npy,3,Severe_Outbreak,68.0
sample1186.npy,0,Healthy,3.0
sample1661.npy,2,Moderate_Blight,36.0
sample1475.npy,1,Early_Stress,22.0
sample485.npy,2,Moderate_Blight,47.0
sample2709.npy,2,Moderate_Blight,37.0
sample1340.npy,1,Early_Stress,16.0
sample384.npy,1,Early_Stress,29.0
sample964.npy,3,Severe_Outbreak,71.0
sample2091.npy,3,Severe_Outbreak,78.0
sample1349.npy,0,Healthy,9.0
sample117.npy,3,Severe_Outbreak,72.0
sample1947.npy,0,Healthy,1.0
sample1532.npy,2,Moderate_Blight,63.0
sample1469.npy,1,Early_Stress,27.0
sample2521.npy,2,Moderate_Blight,55.0
sample1388.npy,2,Moderate_Blight,36.0
sample1977.npy,3,Severe_Outbreak,80.0
sample1188.npy,3,Severe_Outbreak,74.0
sample1443.npy,2,Moderate_Blight,46.0
sample930.npy,0,Healthy,9.0
sample1714.npy,3,Severe_Outbreak,74.0
sample2508.npy,2,Moderate_Blight,39.0
sample2309.npy,2,Moderate_Blight,39.0
sample693.npy,3,Severe_Outbreak,69.0
sample1076.npy,2,Moderate_Blight,58.0
sample481.npy,1,Early_Stress,19.0
sample343.npy,3,Severe_Outbreak,71.0
sample1019.npy,2,Moderate_Blight,47.0
sample316.npy,3,Severe_Outbreak,98.0
sample2224.npy,0,Healthy,12.0
sample2447.npy,2,Moderate_Blight,56.0
sample751.npy,3,Severe_Outbreak,98.0
sample1878.npy,3,Severe_Outbreak,83.0
sample1797.npy,2,Moderate_Blight,57.0
sample1990.npy,3,Severe_Outbreak,94.0
sample2576.npy,2,Moderate_Blight,49.0
sample407.npy,3,Severe_Outbreak,100.0
sample179.npy,3,Severe_Outbreak,95.0
sample2187.npy,3,Severe_Outbreak,93.0
sample575.npy,1,Early_Stress,20.0
sample2719.npy,1,Early_Stress,18.0
sample20.npy,2,Moderate_Blight,38.0
sample715.npy,1,Early_Stress,19.0
sample1413.npy,3,Severe_Outbreak,93.0
sample2410.npy,3,Severe_Outbreak,95.0
sample1071.npy,1,Early_Stress,22.0
sample932.npy,1,Early_Stress,21.0
sample1952.npy,3,Severe_Outbreak,94.0
sample1817.npy,3,Severe_Outbreak,78.0
sample2484.npy,2,Moderate_Blight,49.0
sample329.npy,1,Early_Stress,25.0
sample754.npy,1,Early_Stress,19.0
sample1343.npy,0,Healthy,13.0
sample2556.npy,2,Moderate_Blight,59.0
sample2475.npy,1,Early_Stress,30.0
sample1645.npy,3,Severe_Outbreak,77.0
sample2429.npy,3,Severe_Outbreak,77.0
sample1619.npy,3,Severe_Outbreak,97.0
sample72.npy,0,Healthy,12.0
sample1276.npy,1,Early_Stress,31.0
sample118.npy,0,Healthy,0.0
sample339.npy,2,Moderate_Blight,36.0
sample980.npy,1,Early_Stress,24.0
sample2147.npy,3,Severe_Outbreak,88.0
sample1799.npy,1,Early_Stress,21.0
sample2218.npy,2,Moderate_Blight,41.0
sample262.npy,3,Severe_Outbreak,98.0
sample2241.npy,2,Moderate_Blight,52.0
sample2718.npy,1,Early_Stress,18.0
sample1173.npy,3,Severe_Outbreak,66.0
sample463.npy,3,Severe_Outbreak,95.0
sample1436.npy,3,Severe_Outbreak,97.0
sample1825.npy,3,Severe_Outbreak,90.0
sample1250.npy,2,Moderate_Blight,46.0
sample1891.npy,3,Severe_Outbreak,98.0
sample2089.npy,0,Healthy,14.0
sample640.npy,0,Healthy,12.0
sample1515.npy,3,Severe_Outbreak,69.0
sample1896.npy,3,Severe_Outbreak,75.0
sample1528.npy,1,Early_Stress,30.0
sample2340.npy,3,Severe_Outbreak,85.0
sample995.npy,2,Moderate_Blight,52.0
sample616.npy,2,Moderate_Blight,47.0
sample1608.npy,2,Moderate_Blight,58.0
sample225.npy,2,Moderate_Blight,61.0
sample1771.npy,3,Severe_Outbreak,78.0
sample1403.npy,2,Moderate_Blight,60.0
sample2550.npy,3,Severe_Outbreak,92.0
sample2310.npy,3,Severe_Outbreak,99.0
sample396.npy,3,Severe_Outbreak,82.0
sample736.npy,3,Severe_Outbreak,94.0
sample469.npy,0,Healthy,4.0
sample370.npy,1,Early_Stress,34.0
sample1266.npy,1,Early_Stress,21.0
sample1530.npy,1,Early_Stress,24.0
sample788.npy,2,Moderate_Blight,59.0
sample235.npy,2,Moderate_Blight,60.0
sample2068.npy,2,Moderate_Blight,59.0
sample389.npy,2,Moderate_Blight,59.0
sample1384.npy,2,Moderate_Blight,56.0
sample1482.npy,3,Severe_Outbreak,87.0
sample1950.npy,2,Moderate_Blight,49.0
sample2390.npy,2,Moderate_Blight,40.0
sample597.npy,2,Moderate_Blight,53.0
sample2402.npy,1,Early_Stress,35.0
sample111.npy,0,Healthy,14.0
sample541.npy,0,Healthy,2.0
sample2360.npy,1,Early_Stress,21.0
sample2602.npy,0,Healthy,2.0
sample723.npy,2,Moderate_Blight,40.0
