id,nearest_id,similarity,label,nearest_label,same_label
sample240.npy,sample717.npy,0.9999686,80,83,False
sample2682.npy,sample2099.npy,0.99989295,12,83,False
sample1939.npy,sample1869.npy,0.9999688,34,57,False
sample358.npy,sample87.npy,0.9999367,7,71,False
sample983.npy,sample919.npy,0.9999752,18,43,False
sample1441.npy,sample1696.npy,0.9998003,59,6,False
sample2190.npy,sample2121.npy,0.9999175,33,84,False
sample1968.npy,sample757.npy,0.99993885,68,26,False
sample1622.npy,sample1689.npy,0.9999648,88,48,False
sample765.npy,sample1177.npy,0.9999776,57,79,False
sample2238.npy,sample1965.npy,0.99996996,14,25,False
sample1682.npy,sample1548.npy,0.99996877,29,77,False
sample314.npy,sample2189.npy,0.9998769,56,62,False
sample2590.npy,sample2303.npy,0.9998813,1,9,False
sample2104.npy,sample792.npy,0.9999623,80,13,False
sample1107.npy,sample1249.npy,0.9999753,2,78,False
sample2216.npy,sample852.npy,0.9999676,44,62,False
sample1254.npy,sample1430.npy,0.99997646,5,73,False
sample699.npy,sample1295.npy,0.99997324,58,3,False
sample2108.npy,sample2175.npy,0.9998268,44,32,False
sample453.npy,sample436.npy,0.9999568,79,78,False
sample840.npy,sample907.npy,0.9995255,28,61,False
sample617.npy,sample2674.npy,0.9999152,35,20,False
sample1906.npy,sample97.npy,0.9999769,68,26,False
sample94.npy,sample2049.npy,0.99992466,63,15,False
sample344.npy,sample76.npy,0.9999389,44,40,False
sample1330.npy,sample2241.npy,0.999693,67,52,False
sample2450.npy,sample614.npy,0.99992955,85,48,False
sample511.npy,sample189.npy,0.9999455,97,45,False
sample1500.npy,sample879.npy,0.9998011,93,99,False
sample455.npy,sample236.npy,0.999966,11,62,False
sample2186.npy,sample2432.npy,0.99991614,58,43,False
sample1275.npy,sample1608.npy,0.99997634,95,58,False
sample2720.npy,sample2719.npy,0.9999523,67,18,False
sample1184.npy,sample1186.npy,0.99998575,57,3,False
sample2579.npy,sample259.npy,0.99993527,52,38,False
sample720.npy,sample653.npy,0.999953,0,1,False
sample1109.npy,sample1114.npy,0.9999675,21,21,True
sample1256.npy,sample1094.npy,0.9999838,35,55,False
sample1519.npy,sample1523.npy,0.9999477,94,43,False
sample303.npy,sample2254.npy,0.9999549,40,90,False
sample957.npy,sample700.npy,0.99996656,77,11,False
sample2517.npy,sample2516.npy,0.9999321,13,55,False
sample883.npy,sample749.npy,0.99994856,15,37,False
sample1249.npy,sample1107.npy,0.9999753,78,2,False
sample2061.npy,sample2258.npy,0.9999529,24,59,False
sample1231.npy,sample965.npy,0.9999421,12,99,False
sample1325.npy,sample1961.npy,0.99991924,64,5,False
sample2548.npy,sample2095.npy,0.999947,9,80,False
sample2220.npy,sample1492.npy,0.9999373,20,48,False
sample2601.npy,sample1755.npy,0.9999739,43,30,False
sample2624.npy,sample1727.npy,0.99994123,92,21,False
sample1568.npy,sample986.npy,0.999942,49,63,False
sample2353.npy,sample2219.npy,0.99996567,84,27,False
sample703.npy,sample715.npy,0.9999158,19,19,True
sample1259.npy,sample1119.npy,0.99996376,24,41,False
sample1991.npy,sample2326.npy,0.99997085,92,84,False
sample2217.npy,sample1547.npy,0.99997586,68,63,False
sample2278.npy,sample2144.npy,0.9999733,80,6,False
sample2012.npy,sample2404.npy,0.9999763,78,26,False
sample1382.npy,sample1640.npy,0.9999604,52,18,False
sample437.npy,sample512.npy,0.99993634,92,27,False
sample234.npy,sample247.npy,0.99994946,26,89,False
sample447.npy,sample2188.npy,0.9999621,73,84,False
sample1147.npy,sample1083.npy,0.9999825,59,29,False
sample105.npy,sample2481.npy,0.9999608,24,93,False
sample1772.npy,sample2484.npy,0.99996114,94,49,False
sample635.npy,sample747.npy,0.99996066,2,80,False
sample2481.npy,sample105.npy,0.9999608,93,24,False
sample166.npy,sample367.npy,0.99996245,93,56,False
sample654.npy,sample232.npy,0.9999336,90,58,False
sample1208.npy,sample1273.npy,0.99997133,74,25,False
sample2692.npy,sample2636.npy,0.99994516,41,21,False
sample2381.npy,sample2311.npy,0.99996096,97,25,False
sample2354.npy,sample807.npy,0.9998918,25,69,False
sample2013.npy,sample2281.npy,0.9999743,48,56,False
sample98.npy,sample233.npy,0.99993926,55,94,False
sample92.npy,sample221.npy,0.9999321,15,41,False
sample533.npy,sample198.npy,0.99996656,68,9,False
sample1754.npy,sample686.npy,0.99996626,76,70,False
sample936.npy,sample935.npy,0.99978536,23,39,False
sample2722.npy,sample993.npy,0.999928,4,9,False
sample2638.npy,sample2116.npy,0.9999734,49,17,False
sample2330.npy,sample442.npy,0.9999522,0,32,False
sample1269.npy,sample2652.npy,0.9999362,63,36,False
sample153.npy,sample487.npy,0.99997026,52,2,False
sample367.npy,sample166.npy,0.99996245,56,93,False
sample1678.npy,sample1343.npy,0.9999781,90,13,False
sample1090.npy,sample1089.npy,0.999989,16,42,False
sample2440.npy,sample1081.npy,0.99997836,57,54,False
sample1781.npy,sample2568.npy,0.9999442,22,79,False
sample1664.npy,sample1309.npy,0.99994904,74,19,False
sample1992.npy,sample2122.npy,0.9999515,22,69,False
sample2329.npy,sample1791.npy,0.999954,27,44,False
sample2328.npy,sample2325.npy,0.99988705,69,60,False
sample850.npy,sample855.npy,0.9999459,71,35,False
sample884.npy,sample706.npy,0.99995595,55,70,False
sample1574.npy,sample1641.npy,0.99993247,22,31,False
sample708.npy,sample691.npy,0.9999449,59,25,False
sample1168.npy,sample1449.npy,0.9998062,13,11,False
sample2489.npy,sample2556.npy,0.9999557,72,59,False
sample1859.npy,sample232.npy,0.9999333,93,58,False
sample494.npy,sample2542.npy,0.99992734,7,43,False
sample949.npy,sample1566.npy,0.99994785,24,1,False
sample2470.npy,sample2540.npy,0.9999429,82,96,False
sample2035.npy,sample2236.npy,0.99996656,47,94,False
sample586.npy,sample549.npy,0.99995196,36,76,False
sample1461.npy,sample1640.npy,0.9999631,54,18,False
sample2046.npy,sample2131.npy,0.9999367,83,74,False
sample2611.npy,sample425.npy,0.9999241,65,68,False
sample2563.npy,sample379.npy,0.9999546,18,64,False
sample598.npy,sample465.npy,0.9999611,23,76,False
sample1548.npy,sample1682.npy,0.99996877,77,29,False
sample523.npy,sample548.npy,0.99997187,29,53,False
sample1506.npy,sample1804.npy,0.9998927,25,16,False
sample1137.npy,sample1136.npy,0.9999491,77,9,False
sample2674.npy,sample153.npy,0.99996287,20,52,False
sample625.npy,sample639.npy,0.99992144,92,97,False
sample165.npy,sample291.npy,0.9999401,86,93,False
sample2002.npy,sample1600.npy,0.9999551,7,66,False
sample534.npy,sample2348.npy,0.99992824,36,21,False
sample783.npy,sample2289.npy,0.9999427,13,22,False
sample1021.npy,sample1023.npy,0.9999304,57,5,False
sample2621.npy,sample1727.npy,0.9999606,80,21,False
sample1777.npy,sample519.npy,0.9999697,59,83,False
sample129.npy,sample393.npy,0.99992836,17,20,False
sample2071.npy,sample2070.npy,0.9999344,93,92,False
sample893.npy,sample940.npy,0.9999218,82,26,False
sample1400.npy,sample2003.npy,0.99996734,21,3,False
sample952.npy,sample2334.npy,0.99991137,37,14,False
sample2542.npy,sample356.npy,0.9999656,43,16,False
sample2118.npy,sample2048.npy,0.9999493,39,4,False
sample1832.npy,sample1834.npy,0.99995786,44,41,False
sample157.npy,sample224.npy,0.9999412,68,63,False
sample832.npy,sample833.npy,0.99997014,18,76,False
sample2626.npy,sample456.npy,0.9999574,76,46,False
sample1281.npy,sample1280.npy,0.99996614,4,63,False
sample1317.npy,sample1316.npy,0.9999395,56,81,False
sample1495.npy,sample1428.npy,0.9999632,25,59,False
sample2452.npy,sample2192.npy,0.999978,78,44,False
sample2432.npy,sample357.npy,0.9999447,43,19,False
sample2090.npy,sample636.npy,0.99996036,5,30,False
sample2207.npy,sample2338.npy,0.99996245,6,72,False
sample306.npy,sample2331.npy,0.99991906,34,65,False
sample125.npy,sample259.npy,0.99996406,91,38,False
sample1626.npy,sample1956.npy,0.99991554,85,29,False
sample1279.npy,sample1681.npy,0.9999726,38,18,False
sample1569.npy,sample699.npy,0.99996865,48,58,False
sample554.npy,sample2052.npy,0.9999391,23,32,False
sample1814.npy,sample1345.npy,0.9999666,88,44,False
sample2113.npy,sample2314.npy,0.9999763,13,30,False
sample325.npy,sample1699.npy,0.99984765,29,2,False
sample248.npy,sample212.npy,0.99996483,50,78,False
sample2364.npy,sample2195.npy,0.99996185,80,39,False
sample2397.npy,sample2187.npy,0.99995375,96,93,False
sample2708.npy,sample1594.npy,0.9999341,29,36,False
sample997.npy,sample238.npy,0.99994326,28,91,False
sample1819.npy,sample1501.npy,0.9999439,0,52,False
sample509.npy,sample636.npy,0.99993974,92,30,False
sample2401.npy,sample2334.npy,0.9999666,62,14,False
sample588.npy,sample2690.npy,0.99992925,22,46,False
sample1012.npy,sample1747.npy,0.9998904,40,73,False
sample1788.npy,sample1987.npy,0.9999026,60,78,False
sample442.npy,sample546.npy,0.99995595,32,53,False
sample1729.npy,sample2188.npy,0.9999404,71,84,False
sample549.npy,sample2379.npy,0.9999533,76,31,False
sample1464.npy,sample1531.npy,0.9999696,10,2,False
sample519.npy,sample1777.npy,0.9999697,83,59,False
sample136.npy,sample605.npy,0.9999251,40,43,False
sample2022.npy,sample780.npy,0.9999507,85,78,False
sample1283.npy,sample1479.npy,0.9999719,35,25,False
sample397.npy,sample2715.npy,0.9999809,30,28,False
sample1983.npy,sample486.npy,0.99996805,23,76,False
sample1987.npy,sample2116.npy,0.99994284,78,17,False
sample2005.npy,sample1938.npy,0.9999695,100,82,False
sample2062.npy,sample173.npy,0.9999207,12,66,False
sample1345.npy,sample1678.npy,0.9999761,44,90,False
sample2173.npy,sample1704.npy,0.9999857,46,75,False
sample294.npy,sample305.npy,0.99944633,0,64,False
sample2644.npy,sample2711.npy,0.9999733,82,92,False
sample198.npy,sample533.npy,0.99996656,9,68,False
sample1775.npy,sample1785.npy,0.9999419,99,44,False
sample74.npy,sample1747.npy,0.9999229,21,73,False
sample1238.npy,sample902.npy,0.99994636,26,42,False
sample2016.npy,sample1614.npy,0.99998164,78,84,False
sample670.npy,sample536.npy,0.9999347,100,11,False
sample1499.npy,sample768.npy,0.99998313,99,78,False
sample1375.npy,sample1312.npy,0.9996652,74,54,False
sample1200.npy,sample1199.npy,0.99998504,33,41,False
sample1323.npy,sample1702.npy,0.9999665,37,23,False
sample2293.npy,sample2025.npy,0.9997007,26,5,False
sample675.npy,sample640.npy,0.9999656,2,12,False
sample1008.npy,sample2265.npy,0.99988127,23,27,False
sample807.npy,sample737.npy,0.9999036,69,57,False
sample2103.npy,sample2422.npy,0.9998934,67,37,False
sample1286.npy,sample1487.npy,0.99997616,95,86,False
sample1386.npy,sample2524.npy,0.9999367,5,9,False
sample1096.npy,sample798.npy,0.9998644,94,83,False
sample2037.npy,sample1576.npy,0.9999281,3,56,False
sample110.npy,sample255.npy,0.9999563,18,86,False
sample2715.npy,sample397.npy,0.9999809,28,30,False
sample895.npy,sample1262.npy,0.99998474,60,5,False
sample724.npy,sample823.npy,0.9999195,91,32,False
sample1104.npy,sample965.npy,0.99980253,5,99,False
sample474.npy,sample2662.npy,0.99987996,67,100,False
sample194.npy,sample734.npy,0.99990803,40,44,False
sample2675.npy,sample152.npy,0.99994665,59,23,False
sample841.npy,sample919.npy,0.9999578,34,43,False
sample960.npy,sample1075.npy,0.99995774,76,16,False
sample2191.npy,sample442.npy,0.999932,6,32,False
sample2339.npy,sample2001.npy,0.99995595,17,25,False
sample2072.npy,sample1871.npy,0.9999638,16,63,False
sample1533.npy,sample2002.npy,0.9999332,20,7,False
sample1800.npy,sample2512.npy,0.9999341,39,92,False
sample2423.npy,sample578.npy,0.9999582,69,11,False
sample859.npy,sample853.npy,0.9999488,86,67,False
sample2652.npy,sample1269.npy,0.9999362,36,63,False
sample2243.npy,sample1651.npy,0.9999553,12,75,False
sample1721.npy,sample1654.npy,0.99995893,18,49,False
sample577.npy,sample387.npy,0.99995005,79,29,False
sample2136.npy,sample1474.npy,0.9999585,10,23,False
sample967.npy,sample900.npy,0.9999012,42,33,False
sample727.npy,sample731.npy,0.9999402,97,77,False
sample768.npy,sample1499.npy,0.99998313,78,99,False
sample1247.npy,sample1295.npy,0.99995035,29,3,False
sample1065.npy,sample2584.npy,0.99992985,26,23,False
sample2333.npy,sample1454.npy,0.9999696,33,44,False
sample1356.npy,sample1617.npy,0.99997336,52,44,False
sample1526.npy,sample655.npy,0.99992603,72,13,False
sample572.npy,sample173.npy,0.99994063,50,66,False
sample247.npy,sample234.npy,0.99994946,89,26,False
sample1451.npy,sample1384.npy,0.9999479,14,56,False
sample2552.npy,sample366.npy,0.9999609,100,64,False
sample340.npy,sample405.npy,0.9999038,45,61,False
sample984.npy,sample595.npy,0.9999442,72,66,False
sample793.npy,sample949.npy,0.99994195,2,24,False
sample2295.npy,sample2258.npy,0.9999638,68,59,False
sample1186.npy,sample1184.npy,0.99998575,3,57,False
sample1661.npy,sample1721.npy,0.9999536,36,18,False
sample485.npy,sample219.npy,0.9999747,47,82,False
sample2709.npy,sample654.npy,0.99992114,37,90,False
sample1340.npy,sample1407.npy,0.9999685,16,8,False
sample384.npy,sample2694.npy,0.9999513,29,13,False
sample964.npy,sample629.npy,0.9999269,71,81,False
sample2091.npy,sample694.npy,0.99994147,78,100,False
sample1349.npy,sample1547.npy,0.99996156,9,63,False
sample117.npy,sample241.npy,0.99993217,72,72,True
sample1532.npy,sample1603.npy,0.999977,63,4,False
sample1469.npy,sample1536.npy,0.999957,27,92,False
sample2521.npy,sample1790.npy,0.9998603,55,67,False
sample1388.npy,sample992.npy,0.999841,36,94,False
sample1977.npy,sample2043.npy,0.9999497,80,7,False
sample1188.npy,sample1189.npy,0.9999818,74,94,False
sample1443.npy,sample75.npy,0.9999342,46,77,False
sample930.npy,sample919.npy,0.99996984,9,43,False
sample1714.npy,sample1847.npy,0.9999585,74,49,False
sample2508.npy,sample2487.npy,0.99990004,39,45,False
sample2309.npy,sample2376.npy,0.9999061,39,66,False
sample693.npy,sample816.npy,0.99994737,69,88,False
sample481.npy,sample581.npy,0.9999599,19,8,False
sample343.npy,sample723.npy,0.999951,71,40,False
sample1019.npy,sample166.npy,0.99993557,47,93,False
sample316.npy,sample1053.npy,0.9998981,98,40,False
sample2224.npy,sample435.npy,0.999935,12,68,False
sample2447.npy,sample717.npy,0.99994516,56,83,False
sample751.npy,sample845.npy,0.99996847,98,56,False
sample1878.npy,sample2213.npy,0.99995875,83,35,False
sample1797.npy,sample717.npy,0.99993336,57,83,False
